Start Date,End Date,Employer ID,Employer City,Employer State,Number of Slots,Price Paid,Marketplace Value Delivered,Applications,Renewed?
29-Oct-15,28-Oct-16,26672,Jacksonville,Florida,20,"$14,768","$2,435",184,1
29-Oct-15,28-Oct-16,3138,Atlanta,Georgia,20,"$14,320","$5,682",438,1
29-Oct-15,28-Oct-16,3339,Bucharest,Bucuresti,50,"$26,850","$20,917","2,493",1
29-Oct-15,28-Oct-16,47033,Seattle,Washington State,50,"$26,850","$33,847","2,609",1
29-Oct-15,28-Oct-16,47021,Richmond upon Thames,England,15,"$14,320","$10,828",790,1
29-Oct-15,28-Nov-16,25735,San Francisco,California,20,"$17,005","$23,180","1,798",1
29-Oct-15,28-Oct-16,46970,Green Bay,Wisconsin,15,"$12,530","$16,420","1,081",1
29-Oct-15,28-Mar-17,46908,New York,New York State,20,"$19,019","$39,873","2,525",1
28-Oct-15,27-Oct-16,46816,San Jose,California,15,"$12,530","$3,257",246,1
28-Oct-15,27-Oct-16,46849,London,England,15,"$14,320","$3,484",265,1
28-Oct-15,27-Oct-16,44595,Houston,Texas,15,"$13,425","$5,548","1,139",1
28-Oct-15,27-Oct-16,26383,Washington,District of Columbia,50,"$32,220","$19,477","1,624",1
28-Oct-15,27-Oct-16,15000,Markham,Ontario,50,"$26,850","$22,847","1,705",1
28-Oct-15,27-Oct-16,24119,na,na,20,"$13,425","$15,600",802,1
28-Oct-15,27-Oct-16,46856,London,England,20,"$14,320","$19,393","1,118",1
28-Oct-15,27-Oct-16,46845,King of Prussia,Pennsylvania,15,"$21,480","$15,779",947,0
28-Oct-15,27-Oct-16,46834,na,na,20,"$14,320","$17,756","1,077",0
27-Oct-15,26-Oct-16,46740,Rochester,New York State,15,"$10,740","$6,416",601,1
27-Oct-15,26-Oct-16,47038,na,na,50,"$34,010","$22,575","1,444",1
27-Oct-15,26-Oct-16,46744,na,na,15,"$10,740","$7,487",898,1
27-Oct-15,26-Oct-16,46738,Vancouver,Washington State,15,"$10,740","$6,846",457,0
27-Oct-15,26-Oct-16,46827,Houston,Texas,15,"$13,425","$11,546",985,0
27-Oct-15,26-Oct-16,46658,Haryana,Haryana,20,"$13,425","$16,837","1,308",1
27-Oct-15,26-Oct-16,46663,na,na,15,"$10,740","$12,835",926,1
27-Oct-15,26-Oct-16,46739,Bismarck,North Dakota,15,"$14,320","$13,099",785,1
27-Oct-15,26-Oct-16,19133,San Diego,California,25,"$16,110","$24,687","1,724",1
27-Oct-15,26-Oct-16,46906,San Antonio,Texas,15,"$14,320","$17,188",938,1
27-Oct-15,26-Oct-16,46655,na,na,15,"$14,320","$18,100","1,664",0
27-Oct-15,26-Oct-16,26041,Atlanta,Georgia,15,"$18,795","$21,645","1,455",1
26-Oct-15,25-Oct-16,10493,na,na,15,"$10,740","$8,209",834,1
26-Oct-15,25-Nov-16,46596,na,na,15,"$12,530","$8,794",767,1
26-Oct-15,25-Oct-16,46564,Toronto,Ontario,25,"$16,110","$17,474","1,649",1
26-Oct-15,25-Oct-16,46607,Kenilworth,New Jersey,15,"$11,635","$10,986","1,043",0
26-Oct-15,25-Oct-16,46588,Atlanta,Georgia,15,"$12,530","$17,629","1,114",1
24-Oct-15,23-Oct-16,26245,Hillsboro,Oregon,25,"$23,270","$33,715","2,081",1
23-Oct-15,22-Dec-16,46427,Clearwater,Florida,15,"$14,320","$6,426",570,1
23-Oct-15,22-Oct-16,21460,na,na,25,"$17,900","$9,607",578,0
23-Oct-15,22-Oct-16,46469,Salt Lake City,Utah,15,"$10,740","$6,861",575,0
23-Oct-15,22-Oct-16,3162,na,na,25,"$16,110","$13,443","1,583",1
23-Oct-15,22-Oct-16,46475,Earth City,Missouri,20,"$14,320","$14,103","1,600",0
23-Oct-15,22-Oct-16,46471,Philadelphia,Pennsylvania,15,"$10,740","$15,806",832,0
23-Oct-15,22-Oct-16,46470,Grand Rapids,Michigan,20,"$15,215","$21,524","1,589",1
22-Oct-15,21-Oct-16,46562,na,na,15,"$10,740","$4,030",491,1
22-Oct-15,21-Jan-16,46833,Framingham,Massachusetts,100,"$13,425","$7,943",619,0
22-Oct-15,21-Oct-16,46604,na,na,25,"$16,110","$14,222","1,267",1
22-Oct-15,21-Oct-16,26153,Braintree,Massachusetts,100,"$53,253","$58,039","4,130",1
22-Oct-15,21-Oct-16,26250,na,na,25,"$21,480","$17,605","1,163",1
22-Oct-15,21-Oct-16,46379,Overland Park,Kansas,15,"$10,740","$16,068","1,557",0
21-Oct-15,20-Oct-16,46282,Los Angeles,California,15,"$12,530","$7,374",669,1
21-Oct-15,20-Oct-16,46260,Brea,California,35,"$25,060","$18,982","1,215",1
21-Oct-15,20-Jun-16,554,Minneapolis,Minnesota,75,"$26,850","$27,228","1,916",1
21-Oct-15,20-Oct-16,33014,na,na,75,"$40,275","$50,119","3,099",0
21-Oct-15,20-Oct-16,46246,Kimball,Tennessee,15,"$10,740","$10,136",940,1
21-Oct-15,20-Oct-16,46376,Hillsborough,North Carolina,25,"$16,110","$17,507","1,693",0
21-Oct-15,20-Oct-16,8507,Tampa,Florida,15,"$15,215","$12,389","1,395",1
21-Oct-15,20-Apr-16,46279,North Sacramento,California,35,"$12,888","$15,060","1,703",1
21-Oct-15,20-Oct-16,46286,na,na,15,"$10,740","$14,516","1,148",1
20-Oct-15,19-Oct-16,46238,na,na,25,"$25,955","$1,774",93,0
20-Oct-15,19-Oct-16,46173,na,na,100,"$57,280","$41,077","2,677",1
20-Oct-15,19-Oct-16,46179,Dayton,Ohio,15,"$14,320","$8,269",533,1
20-Oct-15,8-Jan-16,46222,San Marcos,Texas,15,"$10,740","$2,758",207,0
20-Oct-15,19-Oct-16,33740,New York,New York State,50,"$44,750","$44,235","3,441",1
20-Oct-15,19-Oct-16,46177,Santa Monica,California,15,"$14,320","$14,898",982,1
20-Oct-15,19-Oct-16,46273,Seattle,Washington State,15,"$14,320","$18,404","1,189",0
20-Oct-15,19-Oct-16,26151,Houston,Texas,25,"$18,795","$32,837","1,847",1
19-Oct-15,18-Oct-16,46114,New York,New York State,15,"$12,530","$2,460",183,1
19-Oct-15,18-Oct-16,46101,Newark,New Jersey,150,"$80,550","$46,435","3,865",1
19-Oct-15,18-Oct-16,46242,Baton Rouge,Louisiana,50,"$26,850","$24,918","2,453",1
19-Oct-15,18-Oct-16,45695,North Vancouver,British Columbia,15,"$10,740","$8,472",953,1
19-Oct-15,18-Oct-16,46063,Littleton,Massachusetts,15,"$10,740","$8,849",835,1
19-Oct-15,18-Oct-16,46136,na,na,35,"$21,480","$24,518","2,713",0
19-Oct-15,18-Oct-16,46966,Ballston Lake,New York State,25,"$16,110","$17,771","1,599",1
19-Oct-15,18-Oct-16,46039,Trowbridge,England,15,"$13,425","$18,711","1,046",1
16-Oct-15,15-Jan-16,46049,Omaha,Nebraska,75,"$10,740","$6,394",449,1
16-Oct-15,15-Oct-16,25304,na,na,35,"$23,270","$14,618","1,463",1
16-Oct-15,15-Oct-16,46042,Saint Louis,Missouri,15,"$14,320","$8,752",799,1
16-Oct-15,30-Jun-16,45875,Jacksonville,Florida,15,"$12,530","$7,299",423,0
16-Oct-15,15-Oct-16,715,Broadview,Illinois,50,"$53,700","$34,833","2,811",1
16-Oct-15,15-Oct-16,45905,San Francisco,California,15,"$10,740","$13,685","1,082",1
16-Oct-15,15-Oct-16,45863,Orchard Park,New York State,15,"$12,530","$15,572","1,063",0
16-Oct-15,15-Oct-16,46059,Virginia Beach,Virginia,20,"$16,110","$24,412","1,228",0
15-Oct-15,14-Oct-16,45829,Los Angeles,California,15,"$10,740","$4,117",265,1
15-Oct-15,14-Oct-16,45801,Brooklyn,New York State,25,"$17,900","$7,428",522,1
15-Oct-15,14-Oct-16,45858,na,na,35,"$26,850","$16,766",873,0
15-Oct-15,14-Oct-16,8702,City of Industry,California,100,"$53,700","$52,938","4,678",0
15-Oct-15,14-Oct-16,25673,Colts Neck,New Jersey,75,"$28,193","$40,039","3,318",1
15-Oct-15,14-Oct-16,45818,na,na,20,"$13,425","$17,473","1,333",0
14-Oct-15,13-Oct-16,45697,Fort Washington,Pennsylvania,15,"$14,320","$2,019",280,0
14-Oct-15,13-Dec-16,45788,Sacramento,California,50,"$31,325","$19,992","1,689",0
14-Oct-15,13-Oct-16,4414,Lafayette,Indiana,25,"$16,110","$12,055","1,275",1
14-Oct-15,13-Oct-16,45714,San Jose,California,15,"$10,740","$7,352",472,1
14-Oct-15,13-Dec-16,45713,Jacksonville,Florida,50,"$31,325","$29,748","3,428",1
14-Oct-15,13-Nov-15,33298,Busan,Pusan,75,"$4,028","$4,207",238,1
14-Oct-15,13-Oct-16,25159,na,na,75,"$44,750","$56,651","6,000",1
14-Oct-15,13-Oct-16,25404,Jackson,Michigan,20,"$15,215","$23,642","1,912",0
13-Oct-15,12-Oct-16,25986,San Francisco,California,25,"$22,375","$25,097","2,040",1
12-Oct-15,11-Oct-16,45518,na,na,50,"$26,850","$4,368",470,0
12-Oct-15,11-Oct-16,25348,Cincinnati,Ohio,75,"$47,435","$42,794","4,626",1
12-Oct-15,11-Apr-16,6029,San Luis Obispo,California,200,"$53,700","$97,010","6,798",1
12-Oct-15,26-Jul-16,45518,Fresno,California,50,"$26,850","$30,098","2,127",0
12-Oct-15,11-Oct-16,45553,Staten Island,New York State,25,"$16,110","$35,612","2,228",1
12-Oct-15,11-Oct-16,25422,Kuala Lumpur,Kuala Lumpur,35,"$26,850","$62,406","4,120",1
11-Oct-15,10-Oct-16,9522,Edmond,Oklahoma,25,"$17,005","$7,000",530,1
10-Oct-15,9-Oct-16,8839,Davenport,Iowa,75,"$40,275","$40,513","3,872",1
10-Oct-15,9-Oct-16,45488,na,na,15,"$12,530","$9,470",672,1
10-Oct-15,9-Dec-16,45540,na,na,15,"$12,530","$14,146","1,240",1
10-Oct-15,9-Oct-16,26033,New Orleans,Louisiana,25,"$20,138","$38,278","2,949",1
9-Oct-15,8-Oct-16,45349,Norwalk,Connecticut,15,"$10,740","$7,550",627,1
9-Oct-15,8-Jan-17,45511,Clearwater,Florida,25,"$20,138","$20,202","1,578",1
9-Oct-15,17-Mar-16,45498,Fort Lauderdale,Florida,15,"$10,740","$5,118",427,0
9-Oct-15,8-Oct-16,45362,Croydon,England,15,"$10,740","$12,954","1,086",1
9-Oct-15,8-Oct-16,45391,na,na,20,"$16,110","$18,493","2,226",1
8-Oct-15,7-Oct-16,42129,Winter Springs,Florida,35,"$21,480","$2,449",300,1
8-Oct-15,26-Oct-15,25647,Duluth,Minnesota,25,"$16,110",$373,21,0
8-Oct-15,7-Oct-16,25668,na,na,50,"$26,850","$23,616","2,077",0
8-Oct-15,7-Nov-16,45360,na,na,35,"$21,480","$19,638","2,222",1
8-Oct-15,7-Oct-16,45270,na,na,15,"$14,320","$7,869",499,0
8-Oct-15,7-Oct-16,45715,Libertyville,Illinois,20,"$15,215","$15,405","1,130",1
7-Oct-15,6-Dec-16,45151,Troy,Michigan,25,"$18,795","$3,117",495,1
7-Oct-15,6-Oct-16,45252,na,na,15,"$10,740","$7,930",475,1
7-Oct-15,18-Dec-15,45209,na,na,15,"$14,320","$1,781",93,0
7-Oct-15,6-Oct-16,25420,Burlington,Vermont,25,"$17,900","$16,094","1,245",1
7-Oct-15,6-Oct-16,25290,Tampa,Florida,25,"$21,480","$20,484","1,346",0
6-Oct-15,5-Oct-16,45056,na,na,50,"$26,850","$20,080","3,110",1
6-Oct-15,5-Oct-16,45055,na,na,35,"$22,375","$26,775","1,438",0
6-Oct-15,5-Oct-16,25056,na,na,15,"$14,320","$22,257","1,360",0
5-Oct-15,13-Oct-15,8756,Des Moines,Iowa,50,"$26,850",$191,12,0
5-Oct-15,4-Oct-16,7359,Crothersville,Indiana,75,"$54,595","$49,858","4,733",0
5-Oct-15,4-Apr-16,44925,New Orleans,Louisiana,75,"$23,198","$19,763","1,714",0
5-Oct-15,4-Oct-16,5185,Independence,Kentucky,75,"$40,275","$42,887","3,881",0
5-Oct-15,4-Oct-16,44976,Longmont,Colorado,25,"$16,110","$15,710","1,311",0
3-Oct-15,2-Oct-16,14504,Seattle,Washington State,25,"$16,110","$29,553","1,756",0
2-Oct-15,1-Oct-16,44992,Washington,District of Columbia,50,"$26,850","$19,108","1,741",1
2-Oct-15,1-Oct-16,44849,Atlanta,Georgia,15,"$13,425","$9,776",857,1
2-Oct-15,1-Oct-16,25305,Pasig City,National Capital Region,75,"$53,700","$66,407","6,055",1
2-Oct-15,1-Oct-16,24881,Charlotte,North Carolina,25,"$28,640","$23,951","1,695",1
1-Oct-15,30-Sep-16,25296,na,na,50,"$40,275","$7,891",688,0
1-Oct-15,30-Sep-16,24992,na,na,25,"$18,616","$8,454",676,1
1-Oct-15,30-Sep-16,24832,London,England,50,"$49,225","$20,337","2,999",1
1-Oct-15,7-Jan-16,44309,Shanghai,Shanghai,100,"$14,320","$11,064",811,0
1-Oct-15,30-Sep-16,7976,Spartanburg,South Carolina,100,"$57,280","$41,603","3,530",1
1-Oct-15,30-Sep-16,43724,Seattle,Washington State,25,"$17,900","$10,814","1,060",0
1-Oct-15,30-Sep-16,25119,Baltimore,Maryland,25,"$17,900","$11,141","1,528",0
1-Oct-15,22-Jul-16,44281,Canberra,Australian Capital Territory,25,"$16,110","$9,524","1,082",0
1-Oct-15,30-Sep-16,31360,Tel Aviv,Tel Aviv,50,"$32,220","$23,347","2,687",1
1-Oct-15,30-Sep-16,44838,Lexington,Kentucky,35,"$21,480","$16,606","1,875",1
1-Oct-15,30-Sep-16,6682,Waukesha,Wisconsin,50,"$26,850","$23,946","2,710",1
1-Oct-15,30-Sep-16,765,na,na,25,"$17,900","$12,155","1,015",1
1-Oct-15,30-Sep-16,42779,na,na,50,"$28,640","$25,024","2,291",1
1-Oct-15,30-Sep-16,8817,na,na,50,"$26,850","$25,548","3,079",0
1-Oct-15,30-Sep-16,8486,na,na,100,"$64,440","$52,788","5,602",1
1-Oct-15,30-Sep-16,128,Cambridge,Massachusetts,100,"$53,700","$57,088","5,088",1
1-Oct-15,20-Dec-15,44814,na,na,20,"$14,320","$2,775",128,0
1-Oct-15,30-Sep-16,132,Atlanta,Georgia,75,"$44,750","$47,537","4,151",1
1-Oct-15,30-Sep-16,25160,Murrieta,California,50,"$35,800","$32,081","2,529",1
1-Oct-15,31-Dec-16,28433,Los Angeles,California,100,"$96,660","$82,613","5,770",0
1-Oct-15,30-Sep-16,24814,na,na,20,"$13,425","$13,461",722,0
1-Oct-15,30-Sep-16,44812,Mumbai,Maharashtra,15,"$10,740","$7,735",817,0
1-Oct-15,30-Sep-16,24447,Phoenix,Arizona,50,"$35,800","$35,414","3,560",1
1-Oct-15,30-Sep-16,44509,Springfield,Massachusetts,15,"$10,740","$12,726","1,103",1
1-Oct-15,30-Sep-16,11895,Seattle,Washington State,50,"$32,220","$45,424","4,181",0
1-Oct-15,31-Oct-15,7847,na,na,100,"$5,370","$7,740",565,0
1-Oct-15,30-Sep-16,24259,Austin,Texas,35,"$29,535","$32,428","1,856",1
1-Oct-15,30-Sep-16,24882,San Jose,California,25,"$42,960","$23,287","1,563",1
1-Oct-15,31-Dec-16,25292,Walland,Tennessee,100,"$80,550","$125,559","10,458",1
1-Oct-15,30-Sep-16,8177,na,na,35,"$25,060","$36,470","2,615",1
1-Oct-15,30-Sep-16,8761,New York,New York State,35,"$29,535","$74,694","5,657",1
30-Sep-15,29-Sep-16,44664,Slidell,Louisiana,15,"$10,740","$2,377",92,0
30-Sep-15,29-Sep-16,44601,na,na,15,"$10,740","$3,402",321,1
30-Sep-15,28-Mar-16,44726,na,na,50,"$16,110","$7,282",649,1
30-Sep-15,28-Mar-16,44648,na,na,25,"$13,425","$3,769",263,1
30-Sep-15,29-Sep-16,38313,San Jose,California,150,"$80,550","$48,839","6,366",1
30-Sep-15,29-Mar-16,44635,Pompano Beach,Florida,50,"$16,110","$8,603",767,1
30-Sep-15,29-Sep-16,44650,Fremont,Ohio,15,"$12,530","$5,794",437,1
30-Sep-15,29-Sep-16,44719,Beaverton,Oregon,15,"$10,740","$6,261",485,1
30-Sep-15,29-Sep-16,44626,Rockford,Michigan,35,"$21,480","$14,801","2,103",1
30-Sep-15,10-Mar-16,44687,Manchester,England,15,"$12,530","$3,044",164,0
30-Sep-15,29-Sep-16,44725,Alexandria,Virginia,15,"$10,740","$7,336",504,1
30-Sep-15,29-Sep-16,44678,Mill Valley,California,25,"$17,900","$12,271","1,679",0
30-Sep-15,29-Sep-16,25301,Boston,Massachusetts,50,"$28,640","$24,976","2,588",1
30-Sep-15,28-Sep-16,44616,Denver,Colorado,15,"$10,740","$7,618",529,1
30-Sep-15,29-Sep-16,14997,Houston,Texas,20,"$15,305","$10,597",692,1
30-Sep-15,6-Oct-16,44625,Saline,Michigan,35,"$21,480","$19,013","1,732",1
30-Sep-15,29-Sep-16,44600,Gloucester,Massachusetts,15,"$12,530","$8,110",605,1
30-Sep-15,29-Sep-16,44642,London,England,15,"$10,740","$8,177",732,1
30-Sep-15,29-Sep-16,43425,na,na,200,"$107,400","$113,514","10,235",1
30-Sep-15,29-Sep-16,44658,na,na,25,"$17,900","$14,411","1,142",1
30-Sep-15,29-Sep-16,44682,Blue Bell,Pennsylvania,15,"$12,530","$9,100",568,1
30-Sep-15,29-Oct-16,44688,Irvine,California,20,"$16,110","$13,492",815,1
30-Sep-15,29-Sep-16,44661,Los Angeles,California,50,"$26,850","$33,168","3,066",0
30-Sep-15,29-Sep-16,22000,na,na,100,"$62,650","$68,249","5,623",0
30-Sep-15,29-Sep-16,927,na,na,35,"$16,110","$24,391","2,267",1
30-Sep-15,29-Sep-16,44617,Saint Paul,Minnesota,15,"$10,740","$10,576",832,1
30-Sep-15,29-Sep-16,44610,Jacksonville,Florida,35,"$21,480","$24,948","2,027",1
30-Sep-15,29-Sep-16,25261,Alexandria,Virginia,25,"$21,480","$18,558","1,113",1
30-Sep-15,29-Sep-16,44649,Lakewood,Colorado,75,"$40,275","$62,826","3,815",0
30-Sep-15,29-Sep-16,44670,na,na,25,"$17,900","$20,968","2,024",1
30-Sep-15,29-Sep-16,44672,na,na,15,"$12,530","$12,953","1,129",0
30-Sep-15,29-Sep-16,43417,Chicago,Illinois,15,"$10,740","$13,167","1,206",1
30-Sep-15,29-Sep-16,44643,Gaithersburg,Maryland,15,"$12,530","$13,345","1,466",1
30-Sep-15,29-Sep-16,44659,Chino Hills,California,15,"$11,635","$14,261",926,1
30-Sep-15,29-Sep-16,44665,na,na,15,"$10,740","$14,491","1,506",1
30-Sep-15,29-Sep-16,44680,San Mateo,California,20,"$14,320","$22,528","1,747",1
30-Sep-15,29-Sep-16,25298,na,na,25,"$26,850","$28,376","2,298",1
30-Sep-15,29-Sep-16,44652,na,na,50,"$26,850","$59,137","2,844",1
30-Sep-15,29-Dec-16,22670,Salt Lake City,Utah,25,"$27,890","$41,376","2,953",1
30-Sep-15,29-Sep-16,44657,Barcelona,Catalonia,50,"$35,800","$73,586","4,660",0
30-Sep-15,13-Jan-16,44671,na,na,15,"$10,740","$7,336",300,1
30-Sep-15,29-Sep-16,25262,Katy,Texas,20,"$19,690","$42,267","2,801",1
29-Sep-15,28-Sep-16,44537,0,0,15,"$10,740","$5,203",429,0
29-Sep-15,28-Sep-16,44539,Fort Washington,Maryland,50,"$26,850","$25,471","1,960",0
29-Sep-15,28-Sep-16,44634,Seoul,Soul,50,"$37,590","$27,990","2,363",1
29-Sep-15,28-Sep-16,25163,London,England,35,"$32,220","$20,748","1,697",0
29-Sep-15,28-Dec-16,44551,na,na,35,"$32,220","$26,053","3,297",1
29-Sep-15,28-Sep-16,44505,Dixon,Illinois,15,"$12,530","$9,527",739,1
29-Sep-15,28-Sep-16,44536,na,na,20,"$13,962","$13,351","1,450",0
29-Sep-15,28-Sep-16,44667,Lansing,Michigan,25,"$13,425","$16,817","1,635",0
29-Sep-15,28-Sep-16,44538,New York,New York State,15,"$10,740","$11,334","1,342",1
29-Sep-15,28-Sep-16,44522,na,na,25,"$19,332","$19,227","1,365",0
29-Sep-15,28-Sep-16,44552,San Jose,California,20,"$14,320","$15,829","1,180",1
29-Sep-15,28-Sep-16,44560,Johns Island,South Carolina,20,"$14,320","$16,045","1,254",1
29-Sep-15,28-Sep-16,44500,Eugene,Oregon,25,"$16,110","$20,625","1,788",1
29-Sep-15,28-Sep-16,44520,Minneapolis,Minnesota,25,"$17,900","$21,554","1,453",0
29-Sep-15,28-Sep-16,44533,Eldersburg,Maryland,25,"$22,375","$22,005","2,066",1
29-Sep-15,28-Sep-16,25120,na,na,25,"$16,110","$22,836","1,534",1
29-Sep-15,28-Sep-16,770,Vancouver,British Columbia,50,"$28,640","$51,687","3,906",1
29-Sep-15,28-Sep-16,44506,na,na,25,"$16,110","$27,848","2,180",1
29-Sep-15,28-Sep-16,44554,na,na,15,"$14,320","$19,090","1,515",0
28-Sep-15,27-Sep-16,44456,na,na,25,"$16,110","$8,983",676,1
28-Sep-15,27-Mar-16,44454,Plano,Texas,35,"$12,888","$6,656",809,0
28-Sep-15,27-Sep-16,44432,na,na,15,"$10,740","$7,124",773,1
28-Sep-15,27-Sep-16,44445,Indianapolis,Indiana,15,"$10,740","$7,482",888,1
28-Sep-15,27-Sep-16,13095,Huntersville,North Carolina,50,"$33,115","$28,894","3,064",0
28-Sep-15,27-Sep-16,44449,na,na,15,"$10,740","$9,251","1,025",0
28-Sep-15,27-Sep-16,44448,Tustin,California,15,"$10,740","$9,881",677,0
28-Sep-15,27-Sep-16,44442,Venice,California,15,"$10,740","$10,031",741,1
28-Sep-15,27-Sep-16,44440,na,na,15,"$11,635","$12,786","1,508",1
26-Sep-15,25-Sep-16,31666,Vancouver,Washington State,125,"$69,810","$54,518","4,759",1
26-Sep-15,25-Sep-16,24633,Stockholm,Stockholm,50,"$31,325","$25,332","3,336",1
26-Sep-15,25-Sep-16,21058,Sequim,Washington State,35,"$26,850","$33,581","2,734",1
26-Sep-15,25-Sep-16,24788,Oslo,Oslo,35,"$35,800","$45,756","4,416",1
25-Sep-15,24-Sep-16,44344,na,na,15,"$10,740","$4,369",563,1
25-Sep-15,24-Sep-16,23595,Reading,England,75,"$40,275","$24,070","3,782",1
25-Sep-15,24-Oct-16,44305,na,na,15,"$12,530","$9,856",910,1
25-Sep-15,24-Sep-16,22764,Alexandria,Virginia,25,"$17,900","$16,416","1,458",1
25-Sep-15,24-Sep-16,44314,Walnut Creek,California,15,"$10,740","$11,104",971,1
25-Sep-15,24-Sep-16,44345,Utrecht,Utrecht,25,"$17,900","$18,657","1,723",0
25-Sep-15,25-Sep-16,8696,Jacksonville,Florida,50,"$26,850","$39,146","2,632",1
25-Sep-15,24-Sep-16,44413,Boston,Massachusetts,35,"$26,850","$27,415","2,682",1
25-Sep-15,12-May-16,35966,Minneapolis,Minnesota,50,"$26,850","$28,720","1,770",1
25-Sep-15,24-Sep-16,5609,Palm Springs,California,35,"$22,375","$32,943","2,157",1
25-Sep-15,13-Apr-16,44310,na,na,15,"$10,740","$8,227",748,0
25-Sep-15,24-Sep-16,44307,Northfield,Minnesota,20,"$14,320","$21,234","1,502",1
25-Sep-15,24-Sep-16,44294,Central District,0,15,"$11,635","$20,788","1,424",0
24-Sep-15,23-Sep-16,6572,na,na,50,"$28,193","$20,253","2,497",1
24-Sep-15,23-Sep-16,44283,Napa,California,15,"$14,320","$7,530",528,1
24-Sep-15,23-Sep-16,44244,na,na,35,"$21,480","$19,863","1,103",0
24-Sep-15,23-Sep-16,44202,Lewisville,Texas,15,"$10,740","$9,789",852,0
24-Sep-15,23-Sep-16,44194,Toronto,Ontario,35,"$25,060","$23,773","1,974",1
24-Sep-15,23-Sep-16,44396,Mountain View,California,15,"$17,900","$10,305",642,1
24-Sep-15,23-Sep-16,44241,na,na,25,"$16,110","$18,421","1,283",0
24-Sep-15,23-Sep-16,44214,na,na,50,"$26,850","$37,874","2,907",1
24-Sep-15,23-Sep-16,8485,Washington,District of Columbia,50,"$27,745","$38,150","2,508",0
24-Sep-15,23-Sep-16,44237,Los Angeles,California,15,"$10,740","$12,502",913,0
24-Sep-15,23-Sep-16,44286,na,na,25,"$16,110","$23,043","1,652",1
23-Sep-15,22-Sep-16,44118,na,na,100,"$53,700","$20,729","2,002",1
23-Sep-15,1-Jan-16,44123,London,England,15,"$10,740","$1,299",69,0
23-Sep-15,22-Sep-16,44318,Albany,New York State,100,"$53,700","$32,470","3,047",1
23-Sep-15,22-Sep-16,44165,West Conshohocken,Pennsylvania,25,"$16,110","$8,720",728,0
23-Sep-15,22-Sep-16,44116,San Ysidro,California,35,"$21,480","$17,331","1,431",1
23-Sep-15,22-Sep-16,44100,Miramar,Florida,35,"$21,480","$22,134","1,561",1
23-Sep-15,22-Sep-16,22339,New York,New York State,20,"$13,425","$16,908","1,375",1
22-Sep-15,21-Sep-16,44075,na,na,25,"$17,005","$6,475",577,0
22-Sep-15,21-Sep-16,44032,na,na,15,"$10,740","$4,503",302,1
22-Sep-15,21-Jun-16,10424,Los Angeles,California,50,"$21,480","$13,424","1,124",0
22-Sep-15,21-Sep-16,499,na,na,15,"$10,740","$7,538",533,1
22-Sep-15,21-Sep-16,43995,Cork,Munster,15,"$10,740","$7,682",700,1
22-Sep-15,21-Sep-16,24251,Chandler,Arizona,25,"$22,957","$15,666","1,024",1
22-Sep-15,21-Sep-16,24613,Ernakulam,Kerala,35,"$21,480","$28,523","1,898",1
22-Sep-15,21-Sep-16,43978,San Diego,California,20,"$13,425","$17,373","1,236",1
22-Sep-15,21-Sep-16,44125,Addison,Texas,15,"$12,530","$17,544","1,388",0
22-Sep-15,21-Sep-16,43996,Orlando,Florida,15,"$10,740","$26,007","1,213",1
21-Sep-15,20-Sep-16,8196,Walnut Creek,California,25,"$21,480","$15,668","1,126",1
21-Sep-15,20-Sep-16,44033,Boston,Massachusetts,15,"$10,740","$9,402",996,1
21-Sep-15,20-Sep-16,31429,na,na,50,"$32,220","$35,621","2,581",1
21-Sep-15,20-Sep-16,43942,Vancouver,British Columbia,25,"$17,900","$20,507","1,791",1
21-Sep-15,20-Sep-16,43977,Floresville,Texas,20,"$16,110","$20,618","1,488",0
19-Sep-15,18-Sep-16,22671,Tustin,California,50,"$30,520","$23,525","1,788",0
19-Sep-15,18-Sep-16,24722,Tampa,Florida,50,"$30,430","$27,008","2,882",0
18-Sep-15,17-Sep-16,43938,Indianapolis,Indiana,15,"$13,425",$665,204,1
18-Sep-15,17-Sep-16,43772,na,na,100,"$53,700","$47,367","4,434",1
18-Sep-15,17-Sep-16,20635,Chicago,Illinois,25,"$21,480","$12,720",876,1
18-Sep-15,17-Sep-16,43796,Corona,California,15,"$10,740","$13,440",789,1
18-Sep-15,17-Sep-16,3986,Denver,Colorado,25,"$17,005","$24,118","1,740",1
18-Sep-15,17-Sep-16,43793,Lubbock,Texas,15,"$10,740","$15,942","1,040",1
18-Sep-15,17-Sep-16,8371,na,na,25,"$21,480","$30,245","1,923",1
17-Sep-15,16-Sep-16,43723,Burien,Washington State,15,"$10,740","$5,475",529,0
17-Sep-15,16-Sep-16,43708,Ontario,California,50,"$26,850","$26,677","2,727",1
17-Sep-15,16-Sep-16,24567,na,na,25,"$20,585","$14,032","1,238",1
17-Sep-15,16-Sep-16,37200,Winnipeg,Manitoba,150,"$80,550","$98,268","9,882",0
17-Sep-15,16-Sep-16,43703,na,na,15,"$12,530","$9,842",813,1
17-Sep-15,16-Sep-16,43695,Kissimmee,Florida,15,"$10,740","$9,880","1,012",1
17-Sep-15,16-Sep-16,43706,Kajang,Selangor Darul Ehsan,15,"$10,740","$10,864",878,1
17-Sep-15,16-Sep-16,43711,na,na,50,"$26,850","$37,201","2,933",1
17-Sep-15,16-Sep-16,14078,Oakland,California,25,"$16,303","$21,865","1,647",1
